,date,trending_topics
68,17/06/2018,"#CatalanGP,#FelizDomingo,#LeMans24,#DirectoGolMundial,#Guadahortuna,#Recordamos,#NoTeLoPierdas,#LCSNALVP,#MITB,#Serramoura122,#AlaskaYMario503,#AlfredEresLuz,Chicharito,Caídos,Messi,Islandia,Serbia,México,Puerta Grande,Doncic,Douglas Costa,Brazil,Corea del Sur,Este Mundial,The Amazing Spiderman,Alemania y Brasil,Gabriel Jesús,Estopa,Cartagonova,Casemiro,Coutinho,#HomoZapping,#ObjetivoUrdangarin,Colombia,Suiza,#ChesterMyWay,#CuartoMilenio,#SVDebateFinal,Alejandro Valverde,Hailey,Ejea,Ivanovic,Luzhniki,Orione,Marc,Cabo de Gata,San Félix,Alborán,Málaga y Córdoba,Timo Werner"
69,18/06/2018,"#FelizLunes,#EnPortada,#EnGHVIPQuieroA,#MaratonMan,#PremioPeriodístico,#ThreeLions,#DirectoGolMundial,#elintermedio,#Ondarroa,#TUNENG,#ElChiringuitoDeMega,#ElCascabel18J,#MonteroEH,#LaNoche24h,#21PremiosMax,#PuntoEstafadoresDeAncianos,México,Mertens,Alemania,Panamá,Bélgica,Pablo Casado,Barricada,Colón,Roca,Trippier,Bailén,Malmo,Rashford,Macron,La Pelopony,Volgogrado,Lil Peep,El Senado,England,La OMS,Ben Amor,Walker,Feijóo,#FirstDates665,#AllíAbajo12,Kane,Inglaterra,XXXTentacion,#SVCuentasPendientes,#PedroSánchezTVE,#MasterChef,#Máster,#DrawingED18,#TiempoDeGanar"
70,19/06/2018,"#LaPresidentaResponde,#MiriamEresMusica,#LaNoche24h,#PremiosAndalucíaDeportes2017,#PremiosConSalud2018,#SwingerNight,#eduhora195,#OscarPuenteDimisión,#RUSEGY,#EsculturasDocentes,#HibaAboukEH,#Bailando6,#elintermedio,#MándameUnSelfieCarlos,#FinalLNFS,Felipe Reyes,San Petersburgo,Melania,Rivillos,Bernd Leno,Campazzo,Facu,Loncar,Mo Salah,Mario Fernandes,De la Serna,Casa Blanca,Wilshere,Setién,Carroll,Santa Pola,Shengelia,Movistar Inter,Andriy Lunin,Luka,Dzyuba,Osteria Francescana,Egipto,#VenACenarTablada,#FirstDates666,#LaVerdad5,#ElCuentoDeLaCriada,#HalaMadrid,#VeranoMTV2018,#ConLosRefugiados,#FelicidadesTiendasYoigo,#OtroComercioEsNecesario,#AmChamWomeninMedia,#HacerMadrid,#congresoAPDrrhh"
71,21/06/2018,"#FreePunta,#IVPremiosMdR,Armani,Pipa,#LoMas40ConLaMusica,#MovilizacionesYa,#MireyaenCanalFiesta,Icardi,Mbappé,Luka,Salvio,Agüero,Otamendi,Acuña,Maradona,Mandzukic,Rakitic,Steam,Meza,Higuaín,Willy,Rebic,Mascherano,Banega,Perú,Enzo Pérez,Modric,Dybala,#ArgentinaCroacia,Caballero,Sampaoli,#LaManada,#MurciaDonaSangre,#Selectividad,#lameloneria,#GSII18,#NoalaEnmienda6777,#anualNO,#DebatesElcano20,#SummerSolstice,#EstatutoDelArtista,#TelepizzaExcellenceLab,#SelfieDay,#PlenoAnd,#DiaInternacionalDelYoga,#PsoriasisenEspaña,#BilbaoMentoring2018,#ColesEficientesySaludables,#WolfensteinDondeQuieras,#IDGSecurityDay"
72,23/06/2018,"#OrgulloSevilla18,#MadridConAltsasu,#WTCR,#MONSTAXINMADRID,#SuperligaOrangeCSGOGY9,#MunicipalismeQueer,Andalucía y Canarias,Mireia Belmonte,Qué Mundial,MEDALLA DE BRONCE,Salvamento Marítimo,Macron y Sánchez,Ochoa,Feliz Noche de San Juan,Diego Carretero,José Manuel Soto,Ozil,Hummels,McLaren,Morante,#DieMannschaft,Kit Harington y Rose Leslie,Guardado,Esquerra,#OTConciertoPamplona,#SantJoan,Rudiger,Osorio,Joachim Löw,#VivaLaVida112,Hirving Lozano,Socuéllamos,Sané,Muller,Boateng,Berg,Draxler,Chicharito,Werner,Rudy,Segunda División,Mario Gómez,Toivonen,Kroos,#GERSWE,Neuer,Reus,Suecia,Alemania,#YTBattleRoyale"
73,24/06/2018,"#FRAmovistarF1,#OTConciertoBilbao,#VivaLaVida113,#SuperligaOrangeCoDGY9,#CamilaMeetAnaGuerra,La Fuensanta,Mad Lions,Ismaila Sarr,Djokovic,San Lázaro,Gol de Honda,Octavio Chacón,Ekaterimburgo,Oliver y Benji,Sainz,Enguera,Javier Solana,Rayo Majadahonda,James Rodríguez,Castalia,Guti,Kazan Arena,Langreo,Grupo H,El Juli,Vettel,Lewandowski,#JPNSEN,Cuadrado,#JuanAntonioMaiteZaitugu,#POLCOL,Rubén Cruz,Inui,Senegal,#FotoRagolmaia,#LiarlaPardo11,Quintero,Cartagena,Yerry Mina,#KORMEX,#AgoneyDondeEstaMiPeluca,#GraciasMiriam,#Tarragona2018,#SantJoan,#MONSTAXINMADRID,#GERSWE,#repolialbalá,#FelizSábado,#FrenchGP,#OTConciertoPamplona"
74,28/06/2018,"#PlenoAragón,#TVMediaTEF,#28Jun,#AnuarioUPA2018,#JPNPOL,#DiaDelCompadre,#TodosConManolo,#PorUnaLeyJusta,#RuthLorenzoEnLaVoz,#LosPcDaysDePcComponentes,Zarautz,Asier Illarramendi,Smithsonian,Beatriz Talegón,Richard Boateng,Armenia,Keita Baldé,Kawhi,Ana Pardo de Vera,XXXTentacion,PillPack,Pekerman,Javi Castellano,Presupuestos,Vamos Japón,Falcao,Fair Play,Bono,Davinson Sánchez,Japon,Inui,El Pórtico de la Gloria,Antonio Manuel Guerrero,James Rodríguez,Cuadrado,#OTBernabeu,Rubén Castro,La Audiencia Nacional,#Zapeando1147,#antoniopillado,Vamos Colombia,Miguel Bosé,Quintero,Muriel,Grupo H,Gol de Polonia,#SENCOL,#Pride2018,Yerry Mina,Senegal"
75,29/06/2018,"#AustrianGP,#DutchGP,#ViernesNegro10,#FelizFinde,#OrgulloGranada,#gtp2018,#DavidBisbalTour2018,#downloadfestival,#GalaFútbolGalego18,#LaNoche24h,#RiveraySavater,#Luar1134,#equipomenores,#TourPrometoMadrid,#PaquitaSalas2,#l6cUnaGrandeSuya,Lenglet,Skype,Más de 500,Hooters,José Félix Tezanos,Luka Doncic,Fonsi,SE VIENE,Wert,Amaia de España,Seven,Aitana y Cepeda,José Tomás,DeAndre Jordan,Dalas,#30AñosdeAmarillo,#VuelingSoisUnCuadro,#EmbarazoRebe,#OTBernabeu,#FXLive4,#FelizJueves,#20STV3,#Orgullo2018,#SicarioElDiaDelSoldado,#FelicesVacaciones,#MM93,#OperacionSalida,#FridayFeeling,#GiraPrincipios,#LeyVíctimasFranquismo,#AmarEsParaSiempre,#29Jun,#finde,#plenoZGZ"
76,30/06/2018,"#vetustamorla,#MisterioenRed,#DiaDelAsteroide,#Recordamos,#KatyPerryNoRockInRio,#loquejoaoesconde,Mbappé,Ocean's Twelve,Serresiete,María Gómez,William Carvalho,Empúries,Will Smith,Jaime Garralda,Darling,Universal,Crepúsculo,Plaza Roja de Moscú,Space Jam,Luis Suarez,Manuel Fernandes,Muslera,Balón de Oro,Laxalt,Godín,Messi y CR7,Rui Patricio,Guedes,Ozzy,Open Arms,Argentina y Portugal,Candeleda,Shawn,Ronaldo,Quaresma,#FAQSmesborronaTV3,Suárez,#L6Nmanada,#sofiguerra,#L6Npprimarias,#L6Ntumbafranco,Cavani,#CCMEOnTheBeach,#DíaDeLaRosa,#NaukasCoruña2018,#HacerMadrid,Vandoorne,Kazan Arena,Percival Manglano,Mickey"
77,02/07/2018,"#NoApaguesElCorreoTV,#BetisBaloncesto,#Osasuna,#DieciochoAñosConDaniMartín,#CepedaVigo,#JefeEH,#AquíHayMadroño,#LaNoche24h,#NiLaHora,#STOPcacicadaRTVE,Nueva Canarias,Pablo Valcarce,Goku,Cousins,Floriano,Mark Lenders,Nerlens Noel,Suena Michel,Errejón,Julian Ross,Pistons,Tailandia,Lauren Postigo,Lonzo,#AllíAbajo14,#DespedidaParaGabi,#FirstDates670,#PuntoAbusosSexuales,Courtois,De Bruyne,Honda,Hazard,Rajon Rondo,Fellaini,Oliver y Benji,Roberto Martínez,Oxana,#BELJPN,Lukaku,Inui,Bélgica,Japón,#negocio,#LeBronJames,#SaludBarrios,#televisión,#OGPEuskadi,#ESHRE2018,#emprendimiento,#Fintech"
78,04/07/2018,"#PcDaysGamingPcComponentes,#4dejulio,#FelizMiércoles,#SaveYourInternet,#4thJuly,#04Jul,#FourthofJuly2018,#Encarte,#Lledoners,#MiTardeConLoMas40,#Gox6,#MieChachi4Jul,#ESLMastersR6,#PlenoAnd,#LoMásDestacado,#TodoEstáPorVer,#LaNoche24h,#ParaQueGaneelPP,#HelloHAEMAmerica,#IKEAenGalego,#AntManAndTheWasp,#FutbolísimosEH,#YoApoyoACospedal,#GanasDeAitana,#MDOrgullo,#vcfeternojuntoati,Yerry Mina,Carmen Martínez-Bordiú,Abidal,Iberdrola,Corredor Mediterráneo,Mikel Vesga,La RAE,Torra y Torrent,Tina Turner,ERC y PDeCAT,Moros y Cristianos,Fabio Soto,Ramón Moreno,César de la Hoz,Borja Iglesias,Rocha,André Sousa,Pau López,#ViajeBailas,Odriozola,#FirstDates672,#DedazosSánchez,#YoDecidoIIIRepública,#EspañaConPablo"
79,06/07/2018,"#FelizFinde,#FXFinal,#weekend,#Mbappe,#animundo,#FRAURU,#ShakiraBarcelona,#Hungary2018,#06Jul,#OTConciertoMurcia,#aulablog18,#VenturaEnPamplona,#MundialEnDirecto,#vamosterelu,#QuedadaOculta,#GHVIP6,#atocatejado,Pirineo,El Consejo de Ministros,Torreira,Iván Duque,Madrid y Asturias,Día Nacional del Orgullo LGTBI,Cebolla,Hermoso de Mendoza,Podemos e IU,Buffon,Carmelo Anthony,Wass,#GraciasEjército,Gabriel Jesús,María Vicente,Bob Martínez,Thiago Silva,Roberto Martinez,Chadli,Kompany,#UruguayFrancia,#24hFord,Lloris,Giménez,Varane,Griezmann,Casemiro,Fernandinho,Muslera,#SecretosAgoney,#BRABEL,De Bruyne,Lukaku"
80,07/07/2018,"#WCSevilla18,#FelizSábado,#WTMSummit,#BTSxSuperConcert,#terrorismomachista,#RodolphusPool,#England,#CESAPlaya2018,#lovemergency,#ThreeLions,#vivalavida115,#ViaCrucisDiocesanoCadiz,#ItsComingHome,#NOSDay,Lepe,San Fermín,Oriente Medio,Condado,Carreño,Nairo Quintana,Hamilton,Ibrahimovic,Guernica,Camacho y Kiko,Pole,Luka Modric,Gaviria,Tu Canción,Harry Maguire,Southgate,Sterling,Brozovic,Fernando Grande-Marlaska,Iturralde González,Rakitic,Zverev,Darling in the Franxx,Tyler Honeycutt,Rebic,Mundial 28,#CepedaValencia,#SWEENG,Ureña,Suecia,#QueremosMasCarrefest,#OrgulloTelemadrid2018,Pickford,Inglaterra,#RUSCRO,Cheryshev"
81,08/07/2018,"#TodosconTerelu,#MallorcaCiudadana,#Sanfermines2018,#RUSCRO,#FelizDomingo,#ECSJ2018,#Turquía,#40GlobalShow146,#8deJulio,#MBFWM,#U20F,#Gyor2018,#PauVsMarc,Luka Modric,Orgullo,Cheryshev,Lepe,Croacia,Túnez,El Patronato,INTERVIEW,Maisie Williams,El 8,Ágatha Ruiz de la Prada,Tham Luang,Raikkonen,Frigo,Ana Rosa Quintana,Hailey,Fernando Alonso,Montgó,The New York Times,María Vicente,Luisle,#NoAlaSuperCopaEnTanger,Zaza Pachulia,Hamilton,#VivaLaVida116,Peter Sagan,#PurpleARMYDay,#BritishGP,Juan José Padilla,Lula,Emilio de Justo,#LiarlaPardo13,Paulinho,#XiaomiGranada,#ULTRALIVE,#24hFord,#BatallaDeLosGallos"
82,09/07/2018,"#CuartoMilenio,#FelizLunes,#FuerzaLalá,#UIMP2018,#TheFavourite,#BQenAliExpress,#SharpObjects,#OITNB,#Zapeando1154,#NeoNovedades,#TotEsMouTV3,#VamosRafa,#LaVoz,#09Jul,#VITeSummit,Collado Villalba,Tailandia,El Gallinero,El TS,Colegio,Villena,Robin Wright,Ghana,Estado-Generalitat,Digital,Sacha Baron Cohen,Gürtel,Jack Wilshere,Isma López,Klemen Prepelic,Theresa May,Gobierno de Madrid,Arran,Faffe,Los Goya 2019,Tánger,#ElSotoNoSeToca,Van Avermaet,#SánchezTorra,#TwitterNosEcha,Boris Johnson,Octavio Chacón,#AnaWarSiMeRepresenta,#valienterelu,Luis Enrique,#BritishGP,#FAQSelmeuaviTV3,#CuartoMilenio,#AndaYaEnLos40Grados,#consumo"
83,10/07/2018,"#selectivitat2018,#EnmiendasNaranjas,#Zapeando1155,#EspacioHurley,Serena Williams,Nuria Espert,María San Gil,Daniel Wass,Simon,Kiev,Hospital La Paz,Miguel Layún,Lucas Torreira,Munúa,Congreso y Senado,Antonio Adán,Miguel Ángel Blanco,#YoSoyDeLaResistencia,Amarna Miller,Fernando Gaviria,Puigdemont,Llarena,#CepedaDiscoDeOro,Elon Musk,#tejadosado,Bale,#ConcursoRTVEsísepuede,#GraciasCristiano,#valienterelu,#AllíAbajo15,#TwitterNosEcha,#FelizLunes,#Enfermería,#ThamLuang,#SanSebastián,#UIMP2018,#HappyBirthdayPerrie,#cooperación,#AlhambraVenture,#AndaYaVolando,#AndaLevantaM10,#BatallaPPopularPdV,#IABWorkshopContent,#ElPoderDeLaRed,#TemazosDeVerano,#ECRetail,Cebada Gago,Octavio Chacón,Amunike,Broly"
84,11/07/2018,"#11Jul,#InfiltradosMundial,#WomenInBike,#Beyonce,#Joker,#England,#Shazam,#Jumpsuit,#VamosRafa,#LoRealdelaPasarela,#RagodisneydateAirhopping,#8AñosConEstrella,#LlegasTú2M,#GarajeASD,Diego Aguirre,Campechano,Casa Real,Zaplana,Captain Toad,Marcelo,Poder Judicial,Pablo Alcolea,Nacho Vidal,Lledoners,Frank Cuesta,Podemos Andalucía,Martín Martín,Mágico González,Teresa Ribera,LEB Plata,Nishikori,Jaime Fernández,Borbones,Obtuve En,Ovie Soko,Lomce,Axel Werner,Religión,Alvia,Dolores Delgado,Anderson,Oriol Pujol,#matacabos,#Zapeando1156,#tereluchando,Sagan,Fiat,#LibertadSexual,#EspañaSinBarreras,Juan Carlos"
85,12/07/2018,"#celsius2018,#EnAndaluciaQueremos,#CuentasRealesARV,#FelizJueves,#arriesgador,#DirectoGOLMundial,#HandmaidsTale,#Maestranza18,#30AnysdePalmera,#BilbaoBBKLive,#LaNoche24h,#DeAndalucíaMeGusta,#MurciaSeMueve,#VOGUE30,#CepedaSalou,#UniversoIker,#godisawomantonight,#LaPurga2,#ViernesNegro12,#OnlyYouMusicVideo,#VOXÚnicaOposición,#ElCascabel12J,#midnightglory4,#VAMPSNEWALBUM,Camps,Villarejo,Arturo Pérez-Reverte,OTAN,Pablo Neruda,Dani Pedrosa,Juan Carlos,Willian,Newt Scamander,Muse,Serra Ferrer,Obtuve Eres 100%,La DGT,Tino Fernández,Pepín Liria,Fernando Garea,Emmy,Rodrigo,Schengen,Gonzalo,Begin Again,#MadCool2018,#LazosFlores,#LaFortunaDeLosBorbones,#LaVerdad7,#ChiringuitoNeymar"
86,15/07/2018,"Qatar 2022,Nzonzi,Siberia,La Unión Europea,Umtiti,Kanté,Mediaset,Will Smith,Lucas Hernández,Valle,Macron,Rakitic,Deschamps,Subasic,Mandzukic,Giroud,Perisic,El VAR,Lloris,Mbappé,Pogba,Modric,Francia,#agridulce,#14Juillet,#RefranesModernosLP,#L6Npprimarias,#felizsábado,#L6Nrevilla,#FAQScampechanoTV3,#VamosRafa,#Wimbledon,#L6Ncorinna,#BatallaNavalVk2018,#ConElCalorMePones,#Castril,#MiApuesta,De Bruyne,El 15,El AVE de Manolo Escobar,Extremadura del PSOE,Viveiro,Egin,Justa Freire,San Buenaventura,Borrell,José Luis Ábalos,Stanley Kubrick,Silicon Valley,Ramadán"
87,17/07/2018,"#TheGoodDoctorEnT5,#FelizLunes,#MiriamAVisAVis,#CongresoSánchezARV,#FelizMartes,#WorldEmojiDay,#UnREAL,#Liga123,#AmorDeContrabandoES,#Workshop,#Pasapalabra,#VigiliaAntifascista,#EuroU19,#joaocallao,#StopJaulasDIA,#Marchachi17Jul,#MariaParradoSMDLos40,#detapasxgalicia,#SixDreams,#BohemianRhapsody,#RickyQueremosTuSingle,#SorayaT5,Yvonne Blake,Viva Franco,El Ayuntamiento de Madrid,Nemanja Bjelica,Alisson,El Constitucional,Robin Williams,Kate Moss,Benito Villamarín,Renato Santos,Mini Estadi,No Man's Sky,María Pombo,Julian Alaphilippe,Antonio Mercero,Estatut,Júpiter,Open Arms,Chris Singleton,Santi Cazorla,La RAE,Pejiño,Marc Gual,#AmazonEnLucha,#MiMadreCocina,#50SombrasDeAlbert,#VenACenarMHoyos,#FirstDates682"
88,18/07/2018,"#MiMadreCocina,#WorldEmojiDay,#FelizMiércoles,#18deJulio,#TLPInnova,#Petróleo,#TourdeFrancia2018,#Overlord,#aquilatierra,#A3Boom,#citscichates,#MieChachi18Jul,#SourDiesel,#LosBarriosCádiz,#PlenoLaLaguna,#PretemporadaCDT,#Honor10GPUturbo,Impuesto de Sucesiones,Narcos,Juan Roig,Josefa,'Cuéntame',Marcus Smart,Cavadas,El Requexón,Eroski,El TSJ,El Sardinero,Juanma Castaño,El Juli,Alberto Corbacho,Malasia,'Fariña',Yoel Bárcenas,Lealtad,Spanair,Cartaya,Universidad de Navarra,Alfonso Guerra,Nairo Quintana,PP y PSOE,Froome,Sanabria,Mikel Nieve,Màxim Huerta,#VenACenarCaparrós,#AveYA,#FirstDates683,#CasadoT5,#DevolvednosLaRepública"
89,19/07/2018,"#aquilatierra,#A3Boom,#JueChachi19Jul,#somosEOI,#19Jul,#RoiMalaga,#CulturaSev,#DanceToThis,#19CongresoPP,#TourdeFrancia2018,#SorteoDeOro,#PlenoSCQ,#belénaborde,#CulturalLeonesaCovadonga,#FIB2018,#DoctorWho,#guerraquel,#athlive,Boruto,Something Human,Benedict Cumberbatch,Airbus,El Ejecutivo,Euroorden,Llanera,Puchi,Olot,Lorca FC,Uber y Cabify,La Fundación Franco,Unai López,Clevin Hannah,Gabriel Deck,Muse,Sidnei,Titans,Gerona,Landa,Pablo Llarena,Munir,Denis Ten,Thomas,Rubén Semedo,#TransiciónVerde,Marc Cardona,Alpe,#AragonenlaRed,#YoDonoAeccTnf,#ElPPdeTodos,#VenACenarOriana"
90,20/07/2018,"#HushHushMovie,#66SSIFF,#SDCC2018,#CMin,#LaVerdad8,#FelizJueves,#NoMásPlástico,#FelizFinde,#MujeresErrantes,#StarWarsTheCloneWars,#CAMILAonGMA,#20Jul,#viernesdelabios,#SemanaGrandeSDR,#PESLeagueWT2018,#CEXCOMoralzarzal18,#TalleresLeroyMerlin,#LCSEULVP5,#NocheEnElMuseo,#GDGSummitES,#YaNoQuieroNaVideoclip,#RWC7s,#IEGraduation,#EnamóratedemíLeemur,#JcsAlicante,#percaljuncal,Llarena,Luis García Montero,Jordi Sevilla,Rosa María Mateo,Vinicius,Burberry,Everton,Sergi Arola,BlaBlaCar,Rionansa,Jonny,Los 500.000,Novichok,Lübeck,Mireia Belmonte,Ángela González,Ipurua,Southampton,Peter Sagan,#VenACenarAlcayde,#50DíasSinRumbo,#Tomorrowland,#AlfredShare,#19CongresoPP"
91,21/07/2018,"#FelizSábado,#GTTAP18,#CERA,#pasionporelatletismo,#WU19EURO,#FantasticBeasts,#VivaLaVida119,#PretemporadaEnGol,#SummerSkirmish,James Gunn,Julia Roberts,Casado y Rivera,En 15,Ferrari,Hamilton,Vettel,Jordi Escobar,Broken Silence,Laguardia,Lato,Casares,Essen Cup,Sergio Rico,Roglic,#BTSLYTourinSpain2019,#GalatasarayVCF,Racic,#ppcongreso,#HungerGafes1,Marta Pascal,#DiaMundialDelPerro,Omar Fraile,#VolverteAVer,#NoMásPlástico,#Tomorrowland,#YaNoQuieroNa,#AlfredShare,#GTTAP18,#Venom,#RedSticks,#FIBAU17,#pasionporelatletismo,#CCSeMueve,#Glass,#JcsAlicante,#PESLEAGUEWT2018,#EscuchoDialTalCual,Vinicius,James Gunn,Star Trek"
92,22/07/2018,"#PESLEAGUEWT2018,#Aquaman,#Shazam,#FAQSenliquidaSSSióTV3,#SDCC2018,#FelizSábado,#Getafe2018,#L6Ntumbafranco,#Tomorrowland,#sofipoli,#DiaMundialDelPerro,#22deJulio,#U19EURO,James Gunn,Marta Pascal,The Killers,Omar Fraile,Rajoy,Piccini,Joel,Picos de Europa,Gameiro,#22Jul,David Valero,La Seguridad Social,#40GlobalShow148,Julio Gracia,Bruno Hortelano,H-Hotels Cup,Rafa Mir,Ferrari,Tiger,David Bonvehí,Kabul,Dan Martin,#CorazonVendio1M,Shingeki,Sergi Gómez,Javier Bardem,#vivalavida119,Tánger,Ion Izagirre,Hamilton,#GermanGP,#rosavientos20,#RWC7s,#MTVHottest,#JcsAlicante,#GodzillaKingOfTheMonsters,#summerskirmish"
93,23/07/2018,"#PdV23Jul,#Invictus,#MondayMotivation,#FelizLunes,#calidad,#LunesDeOjos,#fsweb2008,#autónomos,#PlenoGetafe,#Atapuerca,#AmyWinehouse,#PPabloCasadoARV,Supercopa de España,Karius,Alsasua,Vettel,Hamilton,Toronto,Luis Rubiales,Shingeki,Villar Mir,PDeCAT,Javier Bardem,Buscando a Franco,Martín Montoya,David Bowie,Plácido Domingo,Adán,Ponsatí,Gloria Estefan,Guadiana del Caudillo,Ibex,Cholo,El Presidente del Gobierno,Robin Lod,Simeone,Alita,#8YearsfOneDirection,Sánchez al FIB,Houston Rockets,Obtuve Si,Rafa Mir,Lunin,Emiliano Velázquez,#Zapeando1164,Mara Torres,La Complutense,#AntihéroesEnNetflix,#sofiambre,#BTSxMercadona"
94,25/07/2018,"#AlfredPostShare,#VenACenarValère,#YoConInés,#desclubimiento,#BailandoFinal,#DiaDaPatriaGalega,#HuelgaRyanair,#FelizMiércoles,#FelizJueves,#DíaDeGaliciaTVG,#LolaIndigoGiraOT,#selectividad2018,#ElCascabel25J,#Midnightglory5,#ViajerosAustralia,Dulceida,El Dueso,Sergi Gómez,José María García,Sandro Rosell,Sergio Marchionne,Rodrigo Rato,Luna,Santoña,Thomas,Nairo Quintana,Gelson Martins,Espinete,Santiago,Rosalía,RMTV,Sergio Scariolo,Javi López,Golovin,Fernando Garea,Olympique de Marsella,Hiba Abouk,Giants,Caracas,Ajax,Casado y Santamaría,Joris Gnagnon,Loren,Cabify,#Top50Apuros,#pesadillamesongalicia,#IIIRepúblicaFederalYa,Marte,#HechosReales,#LaOtraMirada13"
95,26/07/2018,"#HechosReales,#LaOtraMirada13,#paro,#FelizJueves,#FelizFinde,#IFNavaluenga,#BTSX10MVAPP,#ElCascabel26J,Rafa Hernando,Adán,Dolors Montserrat,Antonio Machado,Mick Jagger,Marte,Molinaseca,Alicia Gómez Montano,Pedro García Aguado,Joao,Los Angeles,Javis,Ginés Marín,El Primi,España y Francia,Ceuta y Melilla,Santa Pola,Octavio Paz,#ViajeLlenapistas,#VenACenarBollo,Juan Villar,Jesús Navas,Corazón Vendío,Serbia,#FirstDates690,#Lazosiglesias,#TelefonoAitana,#HuelgaRyanair,#HechosReales,#LaOtraMirada13,#DíadeGalicia,#paro,#FelizJueves,#Mérida,#JuntaMadrid,#Marchenagate,#televisión,#U19EURO,#ForTheHorde,#Teléfono,#plenoMLG,#26Jul"
96,27/07/2018,"#diadelosabuelos,#HungarianGP,#FelizJueves,#SEOPLUS2018,#FelizFinde,#perdemostodos,#HuelgaTaxisBCN,#QueremosQueVuelvas,#Pasapalabra,#Low2018,#LevenDirecto,#toñiabordo,#EULCS,#AllianzNightRun,#ExtremaDerechaES,#PSOEMalagaesMilitancia,#2MTelefono,#IndultoParaJuana,#MCF101tv,#NoBrainerOutTODAY,Landa,Ceuta,Un Guardia Civil,Chabelita,César López Rosell,Pepe Moral,Partido Populista,Langreo,José Ángel Pozo,Neftali,Braga,Jonathan Silva,Naranjo,Rivas,Unai Simón,Morante,Rafaelillo,Roglic,Mayoral,Munir,Altered Carbon,Javi Lara,Orozco,#Tomorrowland,La UCO,NPVST,#l6cEntierroETA,#VenACenarBravo,#FirstDates691,#LunaDeSangre"
97,28/07/2018,"#Karunanidhi,#REDMOON,Cohen,Rudy Giuliani,#Mondfinsternis,Carrie Fisher,#NationalNewJerseyDay,#BloodMoon,#WP2018BCN,#LunaDeSangre,#Karunanidhi,#REDMOON,Cohen,Rudy Giuliani,#Mondfinsternis,Carrie Fisher,#NationalNewJerseyDay,#BloodMoon,#WP2018BCN,#LunaDeSangre,#Karunanidhi,#FlashbackFriday,#REDMOON,Cohen,Rudy Giuliani,#Mondfinsternis,Carrie Fisher,#NationalNewJerseyDay,#BloodMoon,#WP2018BCN,#LunaDeSangre,#Karunanidhi,#FlashbackFriday,#REDMOON,Cohen,Rudy Giuliani,#Mondfinsternis,Carrie Fisher,#NationalNewJerseyDay,#BloodMoon,#WP2018BCN,#LunaDeSangre,#HungarianGP,#SEOPLUS2018,#FelizFinde,#perdemostodos,#HuelgaTaxisBCN,#QueremosQueVuelvas,#Pasapalabra,#barbarinna"
98,29/07/2018,"#CONC,#LoveIslandfinal,#EdBalls,Laura's Dad,Morwenna,Keselowski,Felix Pena,#forgotten80s,Wickens,Posey,Brach,Grandad Bruv,Dani Dyer,Chilling Adventures of Sabrina,#Disenchantment,Newk,Kaz and Josh,Gail Platt,#AndMysterySolved,Jack and Dani,Alexandra's Mum,#Lovelsland,#TravelsInTrumpland,Newcomb"
99,30/07/2018,"#GuerraDelTaxiPdV,#MondayMotivation,#Zapeando1169,#ColapsoMigraciónARV,#TrataDePersonas,#DiaInternacionalDeLaAmistad,#FelizLunes,#HuelgaTaxis,#Pasapalabra,#ÉsUnSentiment,#CarnetdelaPatria,#bárbaraluxe,#RedSticks,Alec Brown,Daisy Osakue,Paloma del Río,Lemar,El IPC,Drag Sethlas,Baltasar Picornell,Juan Carlos Córdoba,Adán,Correa,La DGT,Castellana,Anabel Alonso,Cavani,Kiko Rivera,Ciudad Deportiva,Guedes,Hadi Sacko,Don Benito,Artem Pustovyi,#A3Boom,La URJC,James Gunn,Vrsaljko,Senegal,Cárdenas,#VenACenar190,#TheGoodDoctor,#FinalSub19enGOL,#FirstDates693,#IFManilva,#GuerraTaxiEsVerano,#ContigoThalia,#FelizLunes,#energía,#movilidad,#redsij"
100,31/07/2018,"#SinTaxiEsVerano,#CircuitoGetxo,#AnaGuerraEsDeOro,#TheGoodDoctor,#NoEsFiestaEsMaltrato,#huelgadetaxis,#yoveosálvame,#31deJulio,#31Jul,#BudaTest,#7MTelefono,#SuperligaOrangeLoL11,#québarbaridad,#MálagaCF,#OneTeam,#SpainWantsExpectationsTourToo,#Venom,Antoine de Saint-Exupéry,Wanda Metropolitano,Boca,N-IV,Blizzard,Carmelo del Pozo,Faycán,Munir,Ley Electoral,Cruz y Raya,Jordi Sevilla,Kaos,En-Nesyri,Isaac Becerra,Margarita Delgado,Camilo Sesto,El Nexo,Trofeo Santiago Bernabéu,Mauricio,Pablo Alborán,El Prat,Pepe Moral,Jaen,Xavi Torres,#FirstDates694,#DefineARoiEnUnaPalabra,Sylvanas,#MCF101tv,#LaEscoPPetaMafional,Gallardón,#VenACenar191,Ana Rosa Quintana,Jaén"
